#bin	chrom	chromStart	chromEnd	name	length	cpgNum	gcNum	perCpg	perGc	obsExp
697	chr1	14745232	14745884	CpG: 68	652	68	455	20.9	69.8	0.86
701	chr1	15276499	15277259	CpG: 87	760	87	561	22.9	73.8	0.84
705	chr1	15795672	15796189	CpG: 60	517	60	355	23.2	68.7	0.99
706	chr1	15882501	15883133	CpG: 52	632	52	447	16.5	70.7	0.67
707	chr1	16083037	16083452	CpG: 41	415	41	277	19.8	66.7	0.89
707	chr1	16094846	16096372	CpG: 169	1526	169	1006	22.1	65.9	1.02
710	chr1	16509814	16510174	CpG: 46	360	46	268	25.6	74.4	0.94
711	chr1	16608639	16609482	CpG: 107	843	107	605	25.4	71.8	0.99
712	chr1	16646845	16647124	CpG: 25	279	25	176	17.9	63.1	0.94
712	chr1	16655227	16655707	CpG: 56	480	56	337	23.3	70.2	0.97
715	chr1	17081598	17082052	CpG: 35	454	35	267	15.4	58.8	0.89
715	chr1	17086845	17088220	CpG: 116	1375	116	864	16.9	62.8	0.86
715	chr1	17135548	17135876	CpG: 23	328	23	205	14	62.5	0.72
722	chr1	18048116	18048977	CpG: 91	861	91	570	21.1	66.2	0.97
730	chr1	19094652	19095004	CpG: 25	352	25	225	14.2	63.9	0.72
731	chr1	19199836	19200148	CpG: 30	312	30	195	19.2	62.5	0.98
731	chr1	19204021	19204485	CpG: 35	464	35	307	15.1	66.2	0.74
731	chr1	19226693	19226931	CpG: 19	238	19	153	16	64.3	0.78
743	chr1	20809969	20810378	CpG: 45	409	45	289	22	70.7	0.95
744	chr1	20880515	20880892	CpG: 33	377	33	267	17.5	70.8	0.72
744	chr1	20925366	20925583	CpG: 15	217	15	133	13.8	61.3	0.78
744	chr1	20941743	20941971	CpG: 20	228	20	151	17.5	66.2	0.81
745	chr1	21068950	21069775	CpG: 72	825	72	515	17.5	62.4	0.91
752	chr1	21951084	21952205	CpG: 99	1121	99	687	17.7	61.3	0.94
756	chr1	22540016	22541024	CpG: 104	1008	104	642	20.6	63.7	1.02
759	chr1	22812521	22813203	CpG: 62	682	62	432	18.2	63.3	0.91
761	chr1	23108726	23109101	CpG: 27	375	27	229	14.4	61.1	0.77
762	chr1	23262857	23263893	CpG: 114	1036	114	643	22	62.1	1.17
763	chr1	23389520	23390239	CpG: 83	719	83	479	23.1	66.6	1.04
766	chr1	23768661	23770043	CpG: 131	1382	131	930	19	67.3	0.85
767	chr1	23928558	23929393	CpG: 76	835	76	469	18.2	56.2	1.15
768	chr1	24012210	24012553	CpG: 38	343	38	222	22.2	64.7	1.06
768	chr1	24106480	24107395	CpG: 108	915	108	613	23.6	67	1.05
772	chr1	24593360	24594016	CpG: 71	656	71	432	21.6	65.9	1.01
773	chr1	24685355	24685922	CpG: 54	567	54	371	19	65.4	0.89
782	chr1	25886690	25887525	CpG: 75	835	75	485	18	58.1	1.08
820	chr1	30929953	30930871	CpG: 137	918	137	669	29.8	72.9	1.13
821	chr1	31005671	31007061	CpG: 145	1390	145	828	20.9	59.6	1.18
830	chr1	32229385	32229891	CpG: 50	506	50	346	19.8	68.4	0.85
842	chr1	33726398	33727414	CpG: 73	1016	73	548	14.4	53.9	0.99
842	chr1	33776670	33777295	CpG: 91	625	91	455	29.1	72.8	1.12
842	chr1	33814456	33814794	CpG: 44	338	44	257	26	76	0.9
843	chr1	33870975	33871535	CpG: 62	560	62	374	22.1	66.8	1
844	chr1	33963833	33964087	CpG: 20	254	20	147	15.7	57.9	0.94
844	chr1	33964302	33964538	CpG: 20	236	20	165	16.9	69.9	0.71
844	chr1	33964747	33964951	CpG: 31	204	31	160	30.4	78.4	0.99
844	chr1	33965110	33965313	CpG: 16	203	16	117	15.8	57.6	0.97
844	chr1	34062891	34063093	CpG: 18	202	18	116	17.8	57.4	1.1
844	chr1	34068329	34068706	CpG: 52	377	52	300	27.6	79.6	0.87
846	chr1	34234787	34235038	CpG: 25	251	25	161	19.9	64.1	1.04
848	chr1	34496086	34496983	CpG: 64	897	64	525	14.3	58.5	0.83
848	chr1	34516252	34516809	CpG: 43	557	43	352	15.4	63.2	0.77
848	chr1	34529599	34529811	CpG: 19	212	19	132	17.9	62.3	0.93
849	chr1	34636374	34636685	CpG: 42	311	42	235	27	75.6	0.95
850	chr1	34734915	34735264	CpG: 37	349	37	239	21.2	68.5	0.93
850	chr1	34807103	34807930	CpG: 81	827	81	521	19.6	63	0.99
850	chr1	34858546	34858904	CpG: 40	358	40	258	22.3	72.1	0.86
851	chr1	34899379	34900010	CpG: 71	631	71	354	22.5	56.1	1.44
851	chr1	34906740	34907023	CpG: 33	283	33	203	23.3	71.7	0.92
851	chr1	34986879	34987484	CpG: 47	605	47	374	15.5	61.8	0.82
860	chr1	36125305	36126061	CpG: 81	756	81	462	21.4	61.1	1.15
860	chr1	36160382	36161031	CpG: 46	649	46	397	14.2	61.2	0.76
861	chr1	36300736	36301257	CpG: 53	521	53	349	20.3	67	0.92
862	chr1	36326076	36326542	CpG: 48	466	48	313	20.6	67.2	0.92
862	chr1	36364461	36365058	CpG: 61	597	61	400	20.4	67	0.91
862	chr1	36425529	36426175	CpG: 74	646	74	395	22.9	61.1	1.25
863	chr1	36501720	36502153	CpG: 44	433	44	304	20.3	70.2	0.85
863	chr1	36528111	36529000	CpG: 72	889	72	475	16.2	53.4	1.14
864	chr1	36603755	36604135	CpG: 38	380	38	255	20	67.1	0.91
864	chr1	36613652	36615335	CpG: 145	1683	145	1139	17.2	67.7	0.75
865	chr1	36739929	36740283	CpG: 32	354	32	222	18.1	62.7	0.92
865	chr1	36748167	36748714	CpG: 58	547	58	364	21.2	66.5	0.96
865	chr1	36766466	36766993	CpG: 50	527	50	363	19	68.9	0.8
865	chr1	36827653	36828038	CpG: 44	385	44	260	22.9	67.5	1.01
866	chr1	36835929	36836165	CpG: 18	236	18	136	15.3	57.6	0.92
867	chr1	36995686	36996967	CpG: 154	1281	154	889	24	69.4	1
867	chr1	37086092	37086331	CpG: 17	239	17	158	14.2	66.1	0.65
870	chr1	37356685	37357352	CpG: 62	667	62	381	18.6	57.1	1.17
871	chr1	37486622	37487260	CpG: 67	638	67	437	21	68.5	0.9
871	chr1	37597160	37597765	CpG: 56	605	56	401	18.5	66.3	0.87
873	chr1	37776158	37776973	CpG: 88	815	88	536	21.6	65.8	1
874	chr1	37921457	37922169	CpG: 78	712	78	446	21.9	62.6	1.15
874	chr1	37932176	37932669	CpG: 32	493	32	261	13	52.9	0.93
874	chr1	37947207	37947627	CpG: 38	420	38	237	18.1	56.4	1.14
875	chr1	38053791	38054304	CpG: 41	513	41	311	16	60.6	0.87
875	chr1	38054668	38055520	CpG: 101	852	101	612	23.7	71.8	0.94
876	chr1	38185893	38187053	CpG: 167	1160	167	802	28.8	69.1	1.21
876	chr1	38266910	38267190	CpG: 26	280	26	202	18.6	72.1	0.72
880	chr1	38683638	38684929	CpG: 99	1291	99	689	15.3	53.4	1.08
881	chr1	38892646	38893621	CpG: 131	975	131	701	26.9	71.9	1.04
882	chr1	38954709	38955047	CpG: 46	338	46	256	27.2	75.7	0.95
882	chr1	39044344	39044897	CpG: 47	553	47	370	17	66.9	0.76
884	chr1	39250263	39251280	CpG: 103	1017	103	629	20.3	61.8	1.07
885	chr1	39424279	39425462	CpG: 100	1183	100	705	16.9	59.6	0.95
886	chr1	39534968	39535842	CpG: 81	874	81	563	18.5	64.4	0.9
887	chr1	39592432	39593210	CpG: 98	778	98	548	25.2	70.4	1.02
887	chr1	39633370	39634372	CpG: 100	1002	100	614	20	61.3	1.07
887	chr1	39707286	39708060	CpG: 72	774	72	527	18.6	68.1	0.8
889	chr1	39957317	39958304	CpG: 127	987	127	642	25.7	65	1.22
892	chr1	40323401	40323721	CpG: 30	320	30	227	18.8	70.9	0.75
893	chr1	40382654	40382864	CpG: 17	210	17	138	16.2	65.7	0.76
895	chr1	40737851	40738929	CpG: 111	1078	111	748	20.6	69.4	0.86
896	chr1	40847363	40847656	CpG: 28	293	28	198	19.1	67.6	0.84
909	chr1	42548529	42548783	CpG: 26	254	26	166	20.5	65.4	0.97
911	chr1	42741342	42741856	CpG: 40	514	40	344	15.6	66.9	0.7
911	chr1	42743450	42743773	CpG: 31	323	31	209	19.2	64.7	0.93
911	chr1	42750919	42751329	CpG: 28	410	28	236	13.7	57.6	0.84
911	chr1	42751578	42752106	CpG: 44	528	44	291	16.7	55.1	1.1
911	chr1	42753419	42755502	CpG: 158	2083	158	1114	15.2	53.5	1.06
912	chr1	42907984	42908527	CpG: 36	543	36	353	13.3	65	0.63
913	chr1	43009637	43010388	CpG: 53	751	53	413	14.1	55	0.96
914	chr1	43149092	43149661	CpG: 57	569	57	306	20	53.8	1.39
914	chr1	43155325	43155799	CpG: 46	474	46	328	19.4	69.2	0.81
914	chr1	43220573	43220925	CpG: 42	352	42	256	23.9	72.7	0.91
916	chr1	43502691	43503413	CpG: 67	722	67	471	18.6	65.2	0.88
917	chr1	43610709	43611030	CpG: 22	321	22	192	13.7	59.8	0.77
919	chr1	43884159	43884980	CpG: 95	821	95	573	23.1	69.8	0.96
920	chr1	43990497	43991395	CpG: 86	898	86	594	19.2	66.1	0.88
921	chr1	44158780	44159603	CpG: 99	823	99	529	24.1	64.3	1.18
922	chr1	44204455	44205058	CpG: 58	603	58	386	19.2	64	0.95
925	chr1	44608423	44609336	CpG: 63	913	63	596	13.8	65.3	0.65
934	chr1	45852220	45852602	CpG: 47	382	47	271	24.6	70.9	1
939	chr1	46482305	46482551	CpG: 20	246	20	160	16.3	65	0.77
942	chr1	46909541	46910898	CpG: 168	1357	168	959	24.8	70.7	1
973	chr1	50983891	50984906	CpG: 77	1015	77	668	15.2	65.8	0.71
978	chr1	51535003	51535465	CpG: 48	462	48	312	20.8	67.5	0.97
981	chr1	51972027	51973038	CpG: 110	1011	110	720	21.8	71.2	0.86
983	chr1	52170552	52170839	CpG: 31	287	31	199	21.6	69.3	0.9
983	chr1	52176137	52176581	CpG: 39	444	39	297	17.6	66.9	0.79
983	chr1	52289051	52290347	CpG: 120	1296	120	785	18.5	60.6	1.01
985	chr1	52556875	52557096	CpG: 25	221	25	118	22.6	53.4	1.63
985	chr1	52557352	52557671	CpG: 36	319	36	208	22.6	65.2	1.07
986	chr1	52687385	52687786	CpG: 44	401	44	291	21.9	72.6	0.83
987	chr1	52783635	52784373	CpG: 76	738	76	470	20.6	63.7	1.02
988	chr1	52874050	52874706	CpG: 59	656	59	450	18	68.6	0.78
989	chr1	53009470	53009801	CpG: 28	331	28	235	16.9	71	0.67
992	chr1	53353632	53354223	CpG: 63	591	63	408	21.3	69	0.89
992	chr1	53409308	53409621	CpG: 33	313	33	205	21.1	65.5	0.99
995	chr1	53763367	53763723	CpG: 29	356	29	216	16.3	60.7	0.89
995	chr1	53841613	53842213	CpG: 75	600	75	411	25	68.5	1.07
998	chr1	54251186	54252086	CpG: 120	900	120	632	26.7	70.2	1.08
999	chr1	54307413	54307644	CpG: 19	231	19	150	16.5	64.9	0.78
1000	chr1	54495601	54495903	CpG: 28	302	28	190	18.5	62.9	0.94
1001	chr1	54614099	54614649	CpG: 49	550	49	362	17.8	65.8	0.83
1004	chr1	54982569	54983461	CpG: 106	892	106	627	23.8	70.3	0.99
1004	chr1	55014074	55014341	CpG: 17	267	17	151	12.7	56.6	0.8
1005	chr1	55083717	55084449	CpG: 87	732	87	490	23.8	66.9	1.06
1005	chr1	55109351	55110141	CpG: 90	790	90	542	22.8	68.6	0.98
1005	chr1	55144254	55145484	CpG: 125	1230	125	814	20.3	66.2	0.93
1006	chr1	55187901	55188617	CpG: 74	716	74	488	20.7	68.2	0.89
1006	chr1	55293829	55294660	CpG: 93	831	93	552	22.4	66.4	1.02
1007	chr1	55419325	55420501	CpG: 115	1176	115	691	19.6	58.8	1.13
1008	chr1	55462426	55463492	CpG: 109	1066	109	710	20.5	66.6	0.93
1020	chr1	57026463	57026717	CpG: 28	254	28	178	22	70.1	0.91
1020	chr1	57027702	57027963	CpG: 24	261	24	167	18.4	64	0.91
1020	chr1	57028353	57030345	CpG: 176	1992	176	1227	17.7	61.6	0.93
1020	chr1	57033948	57034236	CpG: 25	288	25	183	17.4	63.5	0.86
1023	chr1	57434318	57434863	CpG: 67	545	67	378	24.6	69.4	1.04
1023	chr1	57462981	57463911	CpG: 74	930	74	595	15.9	64	0.78
1026	chr1	57831542	57832476	CpG: 108	934	108	624	23.1	66.8	1.04
1027	chr1	58026577	58027089	CpG: 56	512	56	353	21.9	68.9	0.93
1027	chr1	58052707	58053097	CpG: 46	390	46	266	23.6	68.2	1.02
1030	chr1	58449592	58450741	CpG: 95	1149	95	637	16.5	55.4	1.09
1031	chr1	58480187	58480974	CpG: 80	787	80	488	20.3	62	1.06
1031	chr1	58501925	58502389	CpG: 31	464	31	285	13.4	61.4	0.72
1031	chr1	58561387	58562006	CpG: 65	619	65	430	21	69.5	0.87
1032	chr1	58642763	58643271	CpG: 40	508	40	328	15.7	64.6	0.88
1033	chr1	58768286	58768608	CpG: 40	322	40	223	24.8	69.3	1.04
1033	chr1	58770228	58770501	CpG: 21	273	21	165	15.4	60.4	0.84
1034	chr1	58852426	58852696	CpG: 28	270	28	183	20.7	67.8	0.91
1035	chr1	59030054	59030961	CpG: 83	907	83	627	18.3	69.1	0.77
1036	chr1	59176666	59177324	CpG: 68	658	68	460	20.7	69.9	0.85
1037	chr1	59293763	59294337	CpG: 61	574	61	391	21.3	68.1	0.92
1039	chr1	59538795	59540781	CpG: 185	1986	185	1293	18.6	65.1	0.88
1040	chr1	59727540	59727744	CpG: 20	204	20	125	19.6	61.3	1.05
1040	chr1	59741700	59742059	CpG: 35	359	35	208	19.5	57.9	1.17
1041	chr1	59819629	59821057	CpG: 142	1428	142	887	19.9	62.1	1.03
1042	chr1	59969392	59970734	CpG: 118	1342	118	772	17.6	57.5	1.08
1043	chr1	60099490	60100343	CpG: 81	853	81	491	19	57.6	1.15
1043	chr1	60155000	60155621	CpG: 62	621	62	419	20	67.5	0.88
1044	chr1	60237058	60237333	CpG: 30	275	30	196	21.8	71.3	0.86
1045	chr1	60400099	60400501	CpG: 51	402	51	291	25.4	72.4	0.97
1046	chr1	60466122	60467095	CpG: 103	973	103	604	21.2	62.1	1.1
1047	chr1	60623026	60624104	CpG: 139	1078	139	814	25.8	75.5	0.92
1055	chr1	61685310	61685980	CpG: 78	670	78	485	23.3	72.4	0.89
1063	chr1	62749412	62750322	CpG: 86	910	86	589	18.9	64.7	0.9
1063	chr1	62752424	62753606	CpG: 88	1182	88	720	14.9	60.9	0.8
1066	chr1	63160059	63160923	CpG: 77	864	77	479	17.8	55.4	1.16
1067	chr1	63223121	63224001	CpG: 78	880	78	543	17.7	61.7	0.93
1067	chr1	63294863	63295189	CpG: 44	326	44	230	27	70.6	1.12
1068	chr1	63319637	63320487	CpG: 90	850	90	481	21.2	56.6	1.35
1068	chr1	63411858	63412063	CpG: 17	205	17	133	16.6	64.9	0.79
1069	chr1	63492289	63493103	CpG: 95	814	95	569	23.3	69.9	0.96
1074	chr1	64168187	64168716	CpG: 56	529	56	363	21.2	68.6	0.92
1077	chr1	64578941	64580312	CpG: 131	1371	131	831	19.1	60.6	1.04
1078	chr1	64663519	64664366	CpG: 83	847	83	564	19.6	66.6	0.88
1078	chr1	64737108	64738159	CpG: 108	1051	108	645	20.6	61.4	1.1
1079	chr1	64781421	64784553	CpG: 241	3132	241	1970	15.4	62.9	0.78
1080	chr1	65003072	65003444	CpG: 41	372	41	264	22	71	0.89
1081	chr1	65040979	65041201	CpG: 21	222	21	139	18.9	62.6	0.97
1082	chr1	65225478	65225947	CpG: 38	469	38	307	16.2	65.5	0.76
1082	chr1	65232953	65233627	CpG: 59	674	59	399	17.5	59.2	1.03
1090	chr1	66221885	66222219	CpG: 29	334	29	222	17.4	66.5	0.79
1092	chr1	66514596	66515197	CpG: 68	601	68	435	22.6	72.4	0.87
1094	chr1	66723975	66724213	CpG: 17	238	17	141	14.3	59.2	0.83
1094	chr1	66747326	66747925	CpG: 60	599	60	407	20	67.9	0.87
1095	chr1	66863010	66864441	CpG: 132	1431	132	894	18.4	62.5	0.97
1095	chr1	66909413	66909720	CpG: 31	307	31	214	20.2	69.7	0.83
1096	chr1	67085094	67085511	CpG: 42	417	42	276	20.1	66.2	0.92
1112	chr1	69153608	69154629	CpG: 91	1021	91	682	17.8	66.8	0.8
1114	chr1	69423569	69423792	CpG: 16	223	16	146	14.3	65.5	0.67
1114	chr1	69424377	69424619	CpG: 20	242	20	158	16.5	65.3	0.78
1118	chr1	69873437	69873776	CpG: 35	339	35	238	20.6	70.2	0.87
1127	chr1	71148978	71149794	CpG: 72	816	72	532	17.6	65.2	0.84
1131	chr1	71603522	71603941	CpG: 40	419	40	299	19.1	71.4	0.76
1132	chr1	71699271	71699932	CpG: 58	661	58	441	17.5	66.7	0.79
1136	chr1	72258323	72258996	CpG: 65	673	65	401	19.3	59.6	1.1
1136	chr1	72272508	72272792	CpG: 31	284	31	187	21.8	65.8	1.12
1136	chr1	72282977	72283498	CpG: 48	521	48	329	18.4	63.1	0.93
1136	chr1	72290396	72290771	CpG: 39	375	39	241	20.8	64.3	1.09
1136	chr1	72301319	72301560	CpG: 25	241	25	156	20.7	64.7	1.08
1138	chr1	72582726	72582963	CpG: 22	237	22	165	18.6	69.6	0.77
1138	chr1	72583535	72583791	CpG: 22	256	22	177	17.2	69.1	0.72
1139	chr1	72687367	72687954	CpG: 46	587	46	321	15.7	54.7	1.05
1140	chr1	72757435	72758292	CpG: 72	857	72	486	16.8	56.7	1.05
1140	chr1	72871267	72871511	CpG: 32	244	32	177	26.2	72.5	1
1140	chr1	72871936	72872227	CpG: 20	291	20	176	13.7	60.5	0.78
1141	chr1	72920272	72920540	CpG: 27	268	27	181	20.1	67.5	0.91
1149	chr1	73953845	73954077	CpG: 27	232	27	144	23.3	62.1	1.29
1150	chr1	74083526	74083822	CpG: 29	296	29	215	19.6	72.6	0.74
1150	chr1	74115066	74115549	CpG: 35	483	35	325	14.5	67.3	0.64
1150	chr1	74144787	74145360	CpG: 48	573	48	391	16.8	68.2	0.72
1150	chr1	74170818	74171497	CpG: 65	679	65	436	19.1	64.2	0.94
1151	chr1	74283154	74283767	CpG: 52	613	52	379	17	61.8	0.9
1152	chr1	74331037	74331709	CpG: 61	672	61	434	18.2	64.6	0.87
1152	chr1	74350440	74350929	CpG: 50	489	50	324	20.4	66.3	0.94
1152	chr1	74379023	74379398	CpG: 38	375	38	264	20.3	70.4	0.82
1152	chr1	74437906	74439004	CpG: 93	1098	93	635	16.9	57.8	1.02
1153	chr1	74552035	74553393	CpG: 112	1358	112	841	16.5	61.9	0.86
1154	chr1	74634207	74635046	CpG: 62	839	62	535	14.8	63.8	0.73
1154	chr1	74647668	74648033	CpG: 27	365	27	219	14.8	60	0.84
1154	chr1	74708246	74708738	CpG: 56	492	56	347	22.8	70.5	0.92
1155	chr1	74760192	74760405	CpG: 20	213	20	150	18.8	70.4	0.76
1155	chr1	74795306	74795619	CpG: 25	313	25	209	16	66.8	0.72
1155	chr1	74818260	74818783	CpG: 55	523	55	342	21	65.4	1.06
1155	chr1	74829243	74829598	CpG: 24	355	24	216	13.5	60.8	0.78
1155	chr1	74830609	74831190	CpG: 67	581	67	401	23.1	69	0.98
1155	chr1	74838307	74838816	CpG: 44	509	44	376	17.3	73.9	0.65
1156	chr1	74847111	74847318	CpG: 22	207	22	134	21.3	64.7	1.02
1156	chr1	74849778	74850183	CpG: 43	405	43	279	21.2	68.9	0.9
1156	chr1	74863518	74863761	CpG: 25	243	25	167	20.6	68.7	0.89
1156	chr1	74901433	74903043	CpG: 149	1610	149	985	18.5	61.2	0.99
1156	chr1	74905042	74905258	CpG: 16	216	16	134	14.8	62	0.85
1156	chr1	74928521	74929186	CpG: 60	665	60	394	18	59.2	1.04
1156	chr1	74930875	74932187	CpG: 95	1312	95	848	14.5	64.6	0.69
1156	chr1	74939299	74939710	CpG: 33	411	33	262	16.1	63.7	0.79
1156	chr1	74947129	74947558	CpG: 48	429	48	303	22.4	70.6	0.9
1157	chr1	74997205	74998667	CpG: 126	1462	126	918	17.2	62.8	0.88
1158	chr1	75121313	75121723	CpG: 38	410	38	256	18.5	62.4	0.98
1158	chr1	75138006	75139764	CpG: 132	1758	132	1027	15	58.4	0.88
1158	chr1	75165132	75165516	CpG: 42	384	42	274	21.9	71.4	0.88
1158	chr1	75207379	75207640	CpG: 27	261	27	178	20.7	68.2	0.9
1158	chr1	75215787	75216557	CpG: 66	770	66	488	17.1	63.4	0.85
1158	chr1	75232994	75233535	CpG: 47	541	47	362	17.4	66.9	0.78
1159	chr1	75248328	75248539	CpG: 17	211	17	136	16.1	64.5	0.78
1159	chr1	75313680	75314644	CpG: 98	964	98	663	20.3	68.8	0.93
1159	chr1	75356930	75357545	CpG: 71	615	71	422	23.1	68.6	0.98
1159	chr1	75366147	75366363	CpG: 17	216	17	119	15.7	55.1	1.05
1160	chr1	75371800	75372361	CpG: 47	561	47	394	16.8	70.2	0.68
1160	chr1	75378499	75378962	CpG: 36	463	36	286	15.6	61.8	0.82
1160	chr1	75381493	75381755	CpG: 21	262	21	177	16	67.6	0.71
1160	chr1	75384560	75385679	CpG: 107	1119	107	775	19.1	69.3	0.8
1160	chr1	75418563	75420015	CpG: 120	1452	120	998	16.5	68.7	0.7
1160	chr1	75446951	75447255	CpG: 22	304	22	181	14.5	59.5	0.87
1160	chr1	75455133	75455347	CpG: 20	214	20	150	18.7	70.1	0.82
1160	chr1	75471618	75471827	CpG: 16	209	16	135	15.3	64.6	0.74
1160	chr1	75472493	75472725	CpG: 20	232	20	147	17.2	63.4	0.86
1160	chr1	75475244	75476361	CpG: 117	1117	117	824	20.9	73.8	0.77
1160	chr1	75479220	75479594	CpG: 27	374	27	253	14.4	67.6	0.63
1160	chr1	75483285	75483523	CpG: 20	238	20	151	16.8	63.4	0.84
1160	chr1	75484211	75484653	CpG: 50	442	50	299	22.6	67.6	0.99
1161	chr1	75500297	75500536	CpG: 21	239	21	147	17.6	61.5	0.94
1161	chr1	75501776	75502959	CpG: 138	1183	138	835	23.3	70.6	0.94
1161	chr1	75518006	75518560	CpG: 43	554	43	326	15.5	58.8	0.9
1161	chr1	75542839	75543331	CpG: 54	492	54	369	22	75	0.79
1176	chr1	77510924	77512028	CpG: 77	1104	77	672	13.9	60.9	0.76
1181	chr1	78186140	78186404	CpG: 26	264	26	166	19.7	62.9	1.03
1181	chr1	78193206	78193862	CpG: 49	656	49	414	14.9	63.1	0.75
1181	chr1	78200411	78200764	CpG: 25	353	25	200	14.2	56.7	0.96
1181	chr1	78212532	78212817	CpG: 23	285	23	164	16.1	57.5	0.98
1181	chr1	78213119	78214372	CpG: 113	1253	113	744	18	59.4	1.02
1182	chr1	78306638	78307313	CpG: 68	675	68	467	20.1	69.2	0.85
1183	chr1	78485058	78485491	CpG: 43	433	43	284	19.9	65.6	0.92
1183	chr1	78508402	78508645	CpG: 20	243	20	158	16.5	65	0.8
1185	chr1	78654197	78655124	CpG: 117	927	117	681	25.2	73.5	0.95
1192	chr1	79668149	79668512	CpG: 33	363	33	244	18.2	67.2	0.81
1193	chr1	79757826	79758408	CpG: 61	582	61	399	21	68.6	0.89
1193	chr1	79772558	79772961	CpG: 37	403	37	266	18.4	66	0.84
1194	chr1	79854768	79855581	CpG: 90	813	90	533	22.1	65.6	1.03
1201	chr1	80754646	80755360	CpG: 78	714	78	502	21.8	70.3	0.89
1212	chr1	82279758	82280133	CpG: 30	375	30	254	16	67.7	0.7
1212	chr1	82286770	82288397	CpG: 127	1627	127	957	15.6	58.8	0.91
1216	chr1	82721367	82721756	CpG: 43	389	43	269	22.1	69.2	0.94
1216	chr1	82835903	82836895	CpG: 109	992	109	705	22	71.1	0.88
1228	chr1	84280891	84281187	CpG: 31	296	31	208	20.9	70.3	0.86
1231	chr1	84692073	84692320	CpG: 27	247	27	160	21.9	64.8	1.06
1232	chr1	84835029	84836875	CpG: 159	1846	159	1198	17.2	64.9	0.88
1232	chr1	84931147	84931629	CpG: 47	482	47	329	19.5	68.3	0.84
1254	chr1	87689902	87691066	CpG: 135	1164	135	786	23.2	67.5	1.02
